0	0	0	REGA	No	0	200	24	0	6.675671129	5.290887012	NA	6.85	5.65
0	0	0	REGA	No	0	200	48	0	6.861351253	6.751202114	NA	6.85	5.65
0	0	0	REGA	No	0	200	72	0	7.916351956	8.531077262	NA	6.85	5.65
0	0	0	REGA	No	0	200	96	0	8.892579274	9.645821614	NA	6.85	5.65
0	0	0	REGA	No	0	200	120	0	9.438366304	9.582652768	NA	6.85	5.65
0	0	0	REGA	No	0	200	144	0	9.519953025	9.723853719	NA	6.85	5.65
0	0	0	REGA	No	0	200	168	0	9.604353082	9.285387607	NA	6.85	5.65
0	0	0	REGA	No	0	200	192	0	9.843486574	9.389430413	NA	6.85	5.65
0	0	0	REGA	No	0	200	216	0	9.784406535	9.088449438	NA	6.85	5.65
0	0	0	REGA	No	0	200	240	0	9.162659454	9.140470841	NA	6.85	5.65
0	0	1	REGA	No	0	200	24	0	6.675671129	5.290887012	NA	6.85	5.65
0	0	1	REGA	No	0	200	48	0	6.88667127	6.799507702	NA	6.85	5.65
0	0	1	REGA	No	0	200	72	0	7.882591934	8.330423279	NA	6.85	5.65
0	0	1	REGA	No	0	200	96	0	9.092326073	9.694127203	NA	6.85	5.65
0	0	1	REGA	No	0	200	120	0	9.469312991	9.645821614	NA	6.85	5.65
0	0	1	REGA	No	0	200	144	0	9.685939803	9.656969058	NA	6.85	5.65
0	0	1	REGA	No	0	200	168	0	9.742206507	9.434020187	NA	6.85	5.65
0	0	1	REGA	No	0	200	192	0	10.09387341	9.497189034	NA	6.85	5.65
0	0	1	REGA	No	0	200	216	0	9.975713329	9.281671792	NA	6.85	5.65
0	0	1	REGA	No	0	200	240	0	9.04731271	9.181344801	NA	6.85	5.65
0	0	2	REGA	No	0	200	24	0	6.675671129	5.290887012	NA	6.85	5.65
0	0	2	REGA	No	0	200	48	0	6.838844571	6.88868725	NA	6.85	5.65
0	0	2	REGA	No	0	200	72	0	7.905098615	8.716867988	NA	6.85	5.65
0	0	2	REGA	No	0	200	96	0	8.965725989	9.575221139	NA	6.85	5.65
0	0	2	REGA	No	0	200	120	0	9.401792946	9.775875122	NA	6.85	5.65
0	0	2	REGA	No	0	200	144	0	9.626859763	9.497189034	NA	6.85	5.65
0	0	2	REGA	No	0	200	168	0	9.784406535	9.322545752	NA	6.85	5.65
0	0	2	REGA	No	0	200	192	0	9.778779864	9.460030889	NA	6.85	5.65
0	0	2	REGA	No	0	200	216	0	9.99259334	9.259376905	NA	6.85	5.65
0	0	2	REGA	No	0	200	240	0	9.005112682	9.311398309	NA	6.85	5.65
